instrument_token
3520001
2259969
3526657
295169
1895937
1332225
300545
302337
36865
2585345
2796801
4576001
5051137
3039233
151553
316161
3471361
319233
3378433
324353
2713345
1124097
589569
4647425
996353
2513665
1086465
119553
342017
592897
1177089
5619457
4592385
359937
364545
874753
3669505
5331201
655873
3699201
7712001
5573121
4774913
3717889
377857
3060993
56321
380161
2883073
3023105
3343617
387073
387841
2745857
3663105
2865921
2989313
408833
3384577
2393089
5225729
418049
3920129
1276417
3484417
637185
428801
1442049
3382017
1316609
5319169
441857
1149697
774145
1723649
3397121
3453697
3036161
3695361
3491073
2876417
3149825
828673
4632577
7670273
3877377
462849
464385
306177
470529
3394561
3407361
3912449
3871745
2707713
498945
3832833
2061825
6386689
3692289
4923905
506625
667137
511233
416513
4561409
4752385
2672641
2893057
3400961
3823873
98561
533761
534529
4879617
1041153
50945
7982337
2452737
548353
4488705
4437249
630529
6629633
3623425
3675137
4596993
5332481
1076225
3826433
1152769
582913
584449
6054401
1003009
1629185
3520257
3756033
610561
8042241
593665
3944705
3612417
3564801
3031041
4454401
2197761
3924993
625153
